id,orijinal_tez_no,metin,label,source
154,762191,"Bu tez, diyabetik makula ödeminde (DMÖ) standart tedavi yöntemlerinden biri olan lazer fotokoagulasyonun (LF) etkinliğini kapsamlı bir şekilde araştırmayı amaçlamaktadır. Diyabetik retinopati, diyabet hastalarında körlüğün önde gelen nedenlerinden biridir ve makula ödemi bu hastalığın en sık görülen ve görmeyi en çok tehdit eden komplikasyonudur. DMÖ, makülada sıvı birikimi ve ödem oluşumu ile karakterize olup, merkezi görmede azalmaya, distorsiyona ve hatta körlüğe yol açabilir. LF, maküla ödeminin neden olduğu kapiller kaçakları ve neovaskülarizasyonu hedeflenerek uygulanan, uzun yıllardır kullanılan bir tedavi yöntemidir. Bu çalışmanın temel amacı, güncel klinik uygulamalar ışığında LF tedavisinin DMÖ üzerindeki etkinliğini, hasta sonuçlarını ve potansiyel sınırlılıklarını değerlendirmektir.

Bu doğrultuda, geçmiş yıllarda DMÖ tedavisinde kullanılan LF'nin etkinliğini inceleyen kapsamlı bir literatür taraması gerçekleştirilecektir. Tarama, çeşitli veri tabanlarında (PubMed, Scopus, Web of Science vb.) ""diyabetik makula ödemi"", ""lazer fotokoagulasyon"", ""tedavi etkinliği"" gibi anahtar kelimeler kullanılarak yapılacaktır. Bu literatür taraması, LF'nin görme keskinliği üzerindeki etkileri, maküla kalınlığındaki değişiklikler, görme alanı defektlerinin iyileşmesi ve hastalığın ilerlemesini yavaşlatmadaki rolü gibi nicel çıktılara odaklanacaktır. Ayrıca, LF'nin uygulandığı hastaların demografik özellikleri, hastalığın şiddeti, diyabet kontrol durumu ve eşlik eden diğer diyabetik retinopati bulguları gibi prognostik faktörlerin tedavi başarısı üzerindeki etkileri de analiz edilecektir.

Son yıllarda anti-vasküler endotel büyüme faktörü (anti-VEGF) ajanları gibi yeni tedavi modalitelerinin ortaya çıkmasıyla, LF'nin DMÖ tedavisindeki yeri ve rolü de tartışmalı hale gelmiştir. Bu tezde, LF'nin bu yeni tedavi yöntemleriyle karşılaştırıldığı çalışmalar da incelenerek, hangi hasta gruplarında LF'nin hala öncelikli veya kombine bir tedavi seçeneği olarak uygun olabileceği değerlendirilecektir. Tedavinin potansiyel yan etkileri ve komplikasyonları (örneğin, skotom oluşumu, görme alan kayıpları) da bu değerlendirmenin bir parçası olacaktır. Çalışmanın bulguları, klinisyenlere DMÖ tedavisinde LF'nin etkinliğini anlamaları, hasta seçimini optimize etmeleri ve güncel tedavi kılavuzlarının gelişimine katkıda bulunmaları açısından değerli bilgiler sunacaktır. Bu araştırmanın, diyabetik makula ödemi yönetim stratejilerinin daha etkin hale getirilmesine ışık tutması beklenmektedir.",1,gemini
155,415487,"Bu çalışma, Giresun ili özelinde bilim uygulamaları dersine yönelik öğrenci ve öğretmen görüşlerinin çeşitli demografik ve mesleki değişkenler çerçevesinde incelenmesini amaçlamaktadır. Bilim uygulamaları derslerinin, öğrencilerin bilimsel düşünme becerilerini, problem çözme yeteneklerini ve fen bilimlerine olan ilgilerini artırmadaki kritik rolü göz önünde bulundurulduğunda, bu dersin yürütülmesinde karşılaşılan zorlukların ve başarı faktörlerinin anlaşılması büyük önem taşımaktadır. Bu bağlamda, araştırmada öğrenci ve öğretmenlerin dersin içeriği, kullanılan yöntemler, materyaller, değerlendirme süreçleri ve genel öğrenme-öğretme ortamı hakkındaki algıları derinlemesine analiz edilecektir.

Araştırmanın metodolojisi, nicel araştırma desenlerinden tarama modelini temel almaktadır. Giresun ilindeki çeşitli okullarda görev yapan fen bilgisi öğretmenleri ve bu dersi alan ortaokul öğrencileri araştırmanın örneklemini oluşturmaktadır. Veri toplama aracı olarak, literatür taraması sonucunda geliştirilen ve hem öğrenci hem de öğretmen görüşlerini kapsayan yapılandırılmış anket formları kullanılacaktır. Ankette yer alan sorular, demografik bilgiler (yaş, cinsiyet, okul türü, kıdem vb.) ve bilim uygulamaları dersine ilişkin algıları ölçmeye yönelik Likert tipi ifadeler ile açık uçlu sorulardan oluşmaktadır. Toplanan veriler, istatistiksel paket programlar aracılığıyla frekans, yüzde, t-testi, ANOVA gibi analiz teknikleri kullanılarak incelenecektir.

Araştırmadan elde edilecek bulguların, bilim uygulamaları dersinin daha etkili bir şekilde yürütülmesine yönelik öneriler sunması beklenmektedir. Öğretmenlerin ve öğrencilerin dersin güçlü ve zayıf yönlerine dair görüşlerinin belirlenmesi, müfredatın güncellenmesi, öğretmen eğitim programlarının iyileştirilmesi ve materyal geliştirme süreçlerine ışık tutacaktır. Ayrıca, farklı demografik değişkenlerin görüşler üzerindeki etkisinin ortaya konulması, yerel eğitim stratejilerinin geliştirilmesinde önemli bir veri kaynağı oluşturacaktır. Sonuç olarak, bu çalışma, bilim uygulamaları dersinin eğitim sistemindeki yerini güçlendirmek ve fen bilimleri eğitiminin kalitesini artırmak amacıyla somut çıkarımlar sunmayı hedeflemektedir.",1,gemini
156,587719,"Bu çalışma, Türkiye'nin TRB1 bölgesinde faaliyet gösteren küçük ve orta büyüklükteki işletmelerin (KOBİ) yöneticilerinin, girişimcilik ve etik değerlere yönelik algılarını derinlemesine incelemeyi amaçlamaktadır. KOBİ'ler, küresel ve ulusal ekonomilerin can damarı olarak kabul edilirken, bu işletmelerin sürdürülebilir büyümesi ve rekabet gücünün artırılmasında girişimcilik ruhunun ve etik değerlere bağlılığın kritik rolü yadsınamaz. Ancak, bu iki kavramın KOBİ yöneticileri tarafından nasıl algılandığı ve bu algıların bölgeye özgü sosyo-ekonomik ve kültürel bağlamda nasıl şekillendiği konusunda yeterli araştırma bulunmamaktadır.

Araştırmanın temel amacı, TRB1 bölgesindeki KOBİ yöneticilerinin; yenilikçilik, risk alma eğilimi, fırsatları belirleme ve kullanma gibi girişimcilik boyutlarına ilişkin tutumlarını ve bu tutumların işletme performansıyla ilişkisini ortaya koymaktır. Eş zamanlı olarak, yöneticilerin dürüstlük, adalet, sorumluluk, saygı gibi etik değerlere verdikleri önemi ve bu değerlerin iş kararlarına yansıma düzeyini anlamak hedeflenmektedir. Ayrıca, girişimcilik ve etik değer algıları arasındaki olası ilişkiler incelenerek, bu iki unsurun birbirini nasıl etkilediği veya desteklediği analiz edilecektir.

Bu kapsamda, nicel araştırma yöntemlerinden yararlanılarak bir anket çalışması tasarlanmıştır. TRB1 bölgesindeki farklı sektörlerde faaliyet gösteren KOBİ'lerin yöneticilerine ulaşmak için örneklem seçimi stratejileri kullanılmıştır. Anket formu, girişimcilik eğilimlerini ölçmeye yönelik standart ölçekler ile etik değer algısını belirlemeye yönelik özgün maddelerden oluşmaktadır. Elde edilen veriler, betimsel istatistikler, korelasyon analizi ve regresyon analizi gibi istatistiksel teknikler kullanılarak analiz edilecektir.

Araştırma bulgularının, TRB1 bölgesindeki KOBİ'lerin gelişimine katkı sağlayacak stratejilerin belirlenmesinde yol gösterici olması beklenmektedir. Elde edilecek sonuçlar, yerel yönetimler, ticaret odaları, sanayi ve iş dünyası örgütleri ile KOBİ yöneticilerine yönelik eğitim ve danışmanlık programlarının geliştirilmesine ışık tutabilir. Bu çalışma, aynı zamanda, literatüre KOBİ'ler özelinde girişimcilik ve etik değerler konusundaki yerel perspektifleri sunarak bölgesel düzeyde farkındalığın artırılmasına da katkı sağlayacaktır. Bulguların, KOBİ'lerin daha yenilikçi, rekabetçi ve etik temelli bir iş yapış biçimi benimsemelerine yönelik politikalara zemin hazırlaması umulmaktadır.",1,gemini
157,164028,"Seramik laminalarda kırılma direncinin in vitro olarak değerlendirilmesi

Bu çalışma, estetik ve minimal invaziv restorasyonların yaygınlaşmasıyla birlikte klinik uygulamada giderek daha fazla önem kazanan seramik laminaların kırılma direncini in vitro koşullarda değerlendirmeyi amaçlamaktadır. Seramik laminalar, dişlerin görünümünü iyileştirmek ve yapısal bütünlüğünü korumak için kullanılan hassas restorasyonlardır. Ancak, maruz kaldıkları çiğneme kuvvetleri ve potansiyel travmalar nedeniyle kırılma riski taşımaktadırlar. Bu nedenle, farklı seramik materyallerin ve yapıştırma protokollerinin kırılma direnci üzerindeki etkilerinin anlaşılması, klinik başarı için kritik öneme sahiptir.

Çalışmada, güncel diş hekimliği pratiğinde kullanılan üç farklı seramik materyal (feldspatik porselen, lityum disilikat ve zirkonya takviyeli lityum disilikat) kullanılarak standardize edilmiş seramik laminalar hazırlanmıştır. Bu laminalar, randomize olarak gruplandırılmış ve farklı yapıştırma ajanları (reçine siman, kompozit reçine) ve ışıkla sertleştirme yöntemleri kullanılarak hazırlanan model dişlere simante edilmiştir. Her bir grubun kırılma direnci, üniversal bir test cihazı kullanılarak, belirli bir hızda ve açıda uygulanan kuvvet altında belirlenmiştir. Kırılma paterni, kırılma mekanizmalarını anlamak ve materyalin davranışını analiz etmek amacıyla mikroskop altında incelenmiştir.

Elde edilen veriler istatistiksel olarak analiz edilerek, farklı seramik materyallerin ve yapıştırma protokollerinin kırılma direnci üzerindeki anlamlı etkileri belirlenmiştir. Bulgular, materyal seçimi ve yapıştırma yönteminin, seramik laminaların uzun süreli klinik performansını ve kırılmaya karşı direncini önemli ölçüde etkilediğini göstermektedir. Bu araştırmadan elde edilen sonuçlar, klinisyenlere seramik lamina restorasyonları planlarken en uygun materyal ve yapıştırma protokollerini seçmeleri konusunda rehberlik etmeyi hedeflemektedir. Ayrıca, bu çalışma, gelecekteki araştırmalar için, seramik laminaların kırılma direncini artırmaya yönelik yeni materyal geliştirme ve protokollere odaklanma yönünde bir temel oluşturmaktadır.",1,gemini
158,211177,"Bu tez çalışması, Türkiye'deki ilköğretim düzeyinde plastik sanatlar eğitiminin mevcut durumunu kapsamlı bir şekilde incelemeyi amaçlamaktadır. Plastik sanatlar eğitiminin, çocukların estetik duyarlılıklarını geliştirmeleri, yaratıcılıklarını ortaya çıkarmaları, ince motor becerilerini güçlendirmeleri ve kültürel miraslarını anlamaları açısından taşıdığı önem göz ardı edilemez. Bu bağlamda, çalışmanın temel amacı, Türkiye'deki ilköğretim kurumlarında verilen plastik sanatlar derslerinin müfredatını, uygulanan öğretim yöntemlerini, kullanılan materyalleri, öğretmenlerin yeterliliklerini ve karşılaşılan zorlukları analiz etmektir. Ayrıca, bu eğitimin etkinliğini artırmaya yönelik somut öneriler geliştirilmesi hedeflenmektedir.

Araştırma metodolojisi, nitel ve nicel araştırma tekniklerinin bir arada kullanılmasını içermektedir. Bu kapsamda, Milli Eğitim Bakanlığı'nın ilgili müfredat belgeleri incelenerek plastik sanatlar eğitiminin yasal çerçevesi belirlenecek, farklı bölgelerden seçilmiş ilköğretim okullarındaki sanat dersleri gözlemlenecek ve öğretmenlerle derinlemesine mülakatlar yapılacaktır. Öğrencilerin eserleri de analiz edilerek eğitim sürecinin çıktılarının değerlendirilmesine katkı sağlanacaktır. Bu yöntemlerle elde edilecek veriler, Türkiye'deki ilköğretim düzeyinde plastik sanatlar eğitiminin güçlü ve zayıf yönlerini ortaya koyacaktır.

Elde edilecek bulgular ışığında, çalışmada özellikle şu alanlara odaklanan öneriler sunulacaktır: müfredatın güncellenmesi ve çağdaş sanat anlayışıyla uyumlu hale getirilmesi, öğretmenlerin mesleki gelişimlerine yönelik hizmet içi eğitim programlarının zenginleştirilmesi, okullarda sanatsal etkinlikler için gerekli olan fiziksel mekan ve donanım imkanlarının iyileştirilmesi, sanatsal üretim için gerekli materyal çeşitliliğinin artırılması ve sanatın disiplinlerarası entegrasyonunun güçlendirilmesi. Çalışmanın, politika yapıcılar, eğitim uzmanları, öğretmenler ve konuyla ilgili araştırmacılar için yol gösterici nitelikte olması ve Türkiye'de ilköğretim düzeyinde plastik sanatlar eğitiminin niteliğini artırmaya yönelik somut katkılar sağlaması amaçlanmaktadır. Sonuç olarak, bu tez, sanat eğitiminin çocukların bütünsel gelişimindeki kritik rolünü vurgulayarak, daha nitelikli ve erişilebilir bir sanat eğitimi sunulması için stratejiler önermektedir.",1,gemini
159,503883,"Bu çalışma, öğretmenlerin etik liderlik algısı ile işle bütünleşmeleri arasındaki ilişkide pozitif psikolojik sermayenin aracılık rolünü incelemeyi amaçlamaktadır. Teknolojik gelişmeler ve toplumsal dönüşümler, eğitim kurumlarında liderlik anlayışlarını yeniden şekillendirmekte, bu bağlamda etik liderlik kavramı giderek daha fazla önem kazanmaktadır. Etik liderlik, hem liderlerin hem de takipçilerin ahlaki değerlere uygun davranışlar sergilemesini ve bu davranışların örgütsel sonuçlar üzerindeki etkisini kapsayan geniş bir çerçeve sunmaktadır. Bu araştırmada, öğretmenlerin bir eğitim kurumu içindeki liderlik algılarının, bireysel işlerine olan bağlılıklarını ve kendilerini işlerine ne kadar kaptırdıklarını gösteren işle bütünleşme düzeylerini nasıl etkilediği ele alınmaktadır.

İşle bütünleşme, bireylerin yaptıkları işten zevk alması, kendilerini işlerine adaması ve işlerini bir kimlik parçası olarak görmesi durumunu ifade etmektedir. Etik liderlik davranışlarının, çalışanlarda güven, saygı ve adalet duygularını pekiştirerek işle bütünleşme üzerinde olumlu bir etkiye sahip olabileceği düşünülmektedir. Ancak, bu ilişkinin doğrudan olup olmadığı veya hangi mekanizmalar aracılığıyla gerçekleştiği sorusu da önem taşımaktadır. Bu noktada pozitif psikolojik sermaye kavramı devreye girmektedir. Pozitif psikolojik sermaye, bireyin kendini gerçekleştirme potansiyelini artırmaya yönelik iyimserlik, umut, öz-yeterlilik ve dirençlilik gibi olumlu psikolojik kaynaklarını ifade etmektedir. Etik liderlerin, çalışanlarında bu pozitif psikolojik kaynakları geliştirebileceği ve bu durumun da işle bütünleşme düzeylerini artırabileceği öngörülmektedir.

Bu bağlamda, araştırmamız pozitif psikolojik sermayenin, etik liderlik algısı ile işle bütünleşme arasındaki ilişkiyi nasıl etkilediğini çözümlemeye odaklanmaktadır. Hipotezimiz, öğretmenlerin etik liderlik algısının yüksek olması durumunda, pozitif psikolojik sermayelerinin artacağı ve bunun sonucunda da işle bütünleşme düzeylerinin yükseleceğidir. Yani, pozitif psikolojik sermayenin, etik liderlik ile işle bütünleşme arasında bir köprü görevi görebileceği düşünülmektedir. Bu aracılık etkisinin ortaya konulması, eğitim yöneticileri için etik liderlik uygulamalarının önemini vurgularken, aynı zamanda çalışanların psikolojik sermayelerini geliştirmeye yönelik stratejilerin de işle bütünleşmeyi artırmadaki potansiyelini göstermesi açısından büyük önem taşımaktadır. Araştırmanın bulguları, eğitim kurumlarında etik liderlik kültürünün yerleşmesi ve çalışanların motivasyon ile performanslarının artırılmasına yönelik somut öneriler sunmayı hedeflemektedir.",1,gemini
160,203857,"Opiat bağımlılığının karmaşık etiyolojisi, genetik yatkınlıkların rolünü giderek daha fazla vurgulamaktadır. Bu çalışmanın temel amacı, opiat bağımlılarında yaygın olarak bulunan ve ilaç metabolizmasında kritik rol oynayan sitokrom P450-2D6 (CYP2D6) geninin belirli polimorfizmlerinin (3, 4, 5 ve 6 alelleri) sıklığını ve dağılımını araştırmaktır. CYP2D6, kodein ve morfin gibi opiatların aktif metabolitlerine dönüşümünde önemli bir enzimdir ve bu allellerin varlığı, ilaçların farmakokinetiği ve farmakodinamiklerinde belirgin farklılıklara yol açabilir. Bu alleller, enzim aktivitesinin azalmasına veya tamamen kaybolmasına neden olarak, opiatların etkilerinin değişkenlik göstermesine ve bağımlılık gelişiminde potansiyel bir rol oynamasına zemin hazırlayabilir.

Bu retrospektif kohort çalışmasında, çeşitli demografik özelliklere sahip opiat bağımlılığı tanısı konmuş bireylerden elde edilen genetik materyaller incelenmiştir. Katılımcıların genotipleri, standart moleküler biyoloji teknikleri kullanılarak belirlenmiş ve CYP2D6 geninin 3, 4, 5 ve 6 allellerinin varlığı ve sıklığı analiz edilmiştir. Çalışmanın bulguları, belirli CYP2D6 polimorfizmlerinin opiat bağımlılığı ile istatistiksel olarak anlamlı bir ilişki gösterip göstermediğini ortaya koyacaktır. Özellikle, bu allellerin taşıyıcılık oranlarının genel popülasyona kıyasla opiat bağımlısı bireylerde farklılık gösterip göstermediği değerlendirilmiştir.

Elde edilen veriler, istatistiksel analiz yöntemleri kullanılarak yorumlanmıştır. Bağımlılık ile allel sıklıkları arasındaki korelasyonlar incelenmiş, olası gen-çevre etkileşimleri göz önünde bulundurulmuştur. Bu araştırmanın sonuçları, opiat bağımlılığının genetik altyapısını daha iyi anlamamıza katkıda bulunacak ve bireyselleştirilmiş tedavi yaklaşımlarının geliştirilmesinde önemli bir adım olacaktır. Ayrıca, bu genetik profillerin, bağımlılık riskinin belirlenmesi ve ilaç yanıtının öngörülmesinde bir biyobelirteç olarak kullanılıp kullanılamayacağı da tartışılacaktır. Bu çalışma, opiat bağımlılığı tedavisinde farmakogenetiğin potansiyelini vurgulayarak, gelecekteki araştırmalar için bir temel oluşturmayı hedeflemektedir.",1,gemini
161,438172,"Bu çalışma, deniz dibi tarama faaliyetleri sonucunda ortaya çıkan malzemenin çevresel etkilerini minimize etme ve bu malzemenin sürdürülebilir bir şekilde değerlendirilerek yeniden ekonomiye kazandırılması potansiyelini araştırmaktadır. Gerekli altyapı projeleri, liman genişletme çalışmaları ve deniz taşımacılığı güvenliğinin sağlanması gibi çeşitli mühendislik uygulamaları kapsamında gerçekleştirilen deniz dibi tarama işlemleri, önemli miktarda dip materyalinin deniz ekosisteminden çıkarılmasına neden olmaktadır. Geleneksel olarak bu çıkarılan materyallerin bertarafı, önemli çevresel sorunlara yol açabilmekte, deniz tabanındaki biyoçeşitliliği olumsuz etkileyebilmekte ve dolgu alanlarının sınırlı olması nedeniyle lojistik zorluklar yaratabilmektedir. Bu tez, söz konusu materyalin kimyasal ve fiziksel özelliklerini ayrıntılı bir şekilde inceleyerek, malzemenin çevresel risklerini değerlendirmeyi ve potansiyel kullanım alanlarını belirlemeyi amaçlamaktadır. Bu kapsamda, tarama faaliyetlerinden elde edilen farklı dip materyali örnekleri üzerinde laboratuvar analizleri gerçekleştirilecektir. Analiz sonuçları, malzemenin ağır metal içeriği, granülometrisi, organik madde seviyesi ve diğer kritik parametreler açısından değerlendirilecektir. Elde edilen veriler ışığında, malzemenin inşaat sektörü (örneğin dolgu malzemesi, beton agregası), peyzaj düzenlemesi, geri kazanım veya toprak iyileştirme gibi çeşitli uygulama alanlarındaki uygunluğu araştırılacaktır. Çalışma, aynı zamanda bu materyallerin kullanımı için mevcut yasal düzenlemeleri ve çevresel izin süreçlerini de analiz ederek, sürdürülebilir bir uygulama modeli önerisi sunacaktır. Elde edilecek sonuçlar, deniz dibi tarama projelerinde oluşan atık materyalin yönetiminde yeni ve çevreci yaklaşımların geliştirilmesine katkı sağlayarak, hem çevresel sürdürülebilirliği destekleyecek hem de ekonomik fayda sağlayacaktır. Bu araştırmanın, deniz dibi tarama operasyonlarından kaynaklanan çevresel ayak izini azaltmada ve deniz kaynaklarının verimli kullanımında önemli bir adım olması hedeflenmektedir.",1,gemini
162,417843,"İbn Hişâm el-Ensârî'nin (ö. 761/1360) nahiv ilminin klasik dönemine damga vurmuş en önemli eserlerinden biri olan el-Câmi'u's-Sağîr Fî'n-Nahv, dilbilim tarihi açısından derinlemesine bir incelemeyi hak etmektedir. Bu çalışma, söz konusu eserin nahiv metodolojisi çerçevesinde ele alınmasını amaçlamaktadır. El-Câmi'u's-Sağîr'in, İbn Hişâm'ın nahiv anlayışını ve öğretim tekniğini yansıtan kendine özgü bir yapıya sahip olduğu bilinmektedir. Eserin, genel nahiv kurallarını sistematik bir biçimde sunmasının yanı sıra, dilin yapısını analiz ederken izlediği yollar ve benimsediği yaklaşımlar açısından dikkat çekici özellikler barındırdığı gözlemlenmektedir. Bu bağlamda, çalışmanın temel sorunsalı, el-Câmi'u's-Sağîr'in metodolojik derinliğini ortaya koymaktır.

Çalışmada, öncelikle İbn Hişâm'ın nahiv alanındaki yeri ve önemi, kendisinden önceki ve çağdaşı olan dilbilimcilerle olan ilişkisi bağlamında değerlendirilecektir. Ardından, el-Câmi'u's-Sağîr'in genel yapısı, bölümleri ve ele aldığı nahiv konuları tanıtılacaktır. Metodolojik inceleme kısmında ise, eserin kuralları açıklama biçimi, örnekleme tekniği, delillendirme yöntemleri ve karşılaştırmalı analizlere ne ölçüde yer verdiği üzerinde durulacaktır. Özellikle, İbn Hişâm'ın nahiv prensiplerini açıklarken kullandığı mantıksal çıkarım süreçleri, dilin kullanımından hareketle kurallar üretme biçimi ve teorik yaklaşımlarını pratik uygulamalarla nasıl harmanladığı analiz edilecektir. Bu çerçevede, eserin nahiv öğretiminde bir ders kitabı olarak işlevselliği ve öğrenciye nahiv bilgisini aktarmada benimsediği stratejiler de ele alınacaktır.

Yapılan incelemeler sonucunda, el-Câmi'u's-Sağîr'in, İbn Hişâm'ın nahiv ilmine getirdiği yenilikleri ve mevcut bilgiyi derleme ve sunmadaki ustalığını sergilediği ortaya konulacaktır. Eserin, günümüz nahiv çalışmalarına da ışık tutabilecek, sağlam bir metodolojik temel üzerine inşa edildiği görülecektir. Bu çalışma, el-Câmi'u's-Sağîr Fî'n-Nahv'un sadece bir nahiv kitabı olmanın ötesinde, nahiv metodolojisi açısından önemli bir referans noktası olduğunu göstermeyi hedeflemektedir. Elde edilen bulgular, İbn Hişâm'ın dilbilim literatüründeki yerini daha net bir şekilde belirlemeye katkı sağlayacaktır.",1,gemini
163,188548,"Yabancı dil olarak Türkçe öğretimi, özellikle başlangıç seviyesindeki öğrencilerin dil edinimi sürecinde temel dil becerilerinin kazandırılması açısından büyük önem taşımaktadır. Bu sürecin etkinliğini artırmak amacıyla, dilbilimsel ve pedagojik prensiplere dayanan kapsamlı bir sözlükçe hazırlanması hedeflenmektedir. Bu çalışma, başlangıç düzeyi yabancı dil olarak Türkçe öğrenenlerin karşılaşabileceği kelime hazinesi eksikliğini gidermeyi ve dil öğrenme motivasyonlarını yükseltmeyi amaçlamaktadır.

Araştırmanın temelini oluşturan sözlükçe, iletişimsel yaklaşım çerçevesinde belirlenen temel kelime ve ifadeleri içerecektir. Bu kelimelerin seçimi, dilbilimsel frekans analizleri ve başlangıç seviyesi öğrenci müfredatları dikkate alınarak yapılacaktır. Her bir kelime için, kullanım bağlamını zenginleştirecek örnek cümleler, anlamsal açıklamalar ve gerekirse eş anlamlılar sunulacaktır. Ayrıca, kelimelerin telaffuzlarını kolaylaştırıcı ses kayıtları da sözlükçenin dijital platforma entegrasyonuyla sağlanacaktır. Sözlükçe, sadece kelime bilgisiyle sınırlı kalmayıp, öğrencilerin dilbilgisel yapıları anlamalarına yardımcı olacak temel gramer unsurlarını da kapsayacaktır.

Bu çalışma, yabancı dil olarak Türkçe öğretiminde karşılaşılan zorluklara pratik ve bilimsel bir çözüm sunmayı amaçlamaktadır. Hazırlanacak sözlükçe, hem öğretmenlerin ders materyallerini zenginleştirmelerine hem de öğrencilerin bağımsız öğrenme süreçlerini desteklemelerine olanak tanıyacaktır. Sözlükçenin oluşturulması ve değerlendirilmesi sürecinde, nitel ve nicel araştırma yöntemlerinden yararlanılacaktır. İlk aşamada, ilgili literatür taraması ve mevcut ders kitapları incelenerek kapsam belirlenecektir. Ardından, uzman görüşleri alınarak kelime seçimi ve açıklamaların doğruluğu teyit edilecektir. Son olarak, hazırlanacak prototip sözlükçe, belirli bir öğrenci grubu üzerinde pilot çalışma ile test edilecek ve geri bildirimler doğrultusunda iyileştirmeler yapılacaktır. Bu projenin, başlangıç düzeyi yabancı dil olarak Türkçe öğretimi alanına anlamlı bir katkı sağlaması ve öğrenci başarısını artırıcı bir araç olması beklenmektedir.",1,gemini
164,228326,"Bu çalışmada, 4734 Sayılı Kamu İhale Kanunu (KİK) kapsamında düzenlenen zorunlu idari başvuru ve denetim mekanizmaları incelenmektedir. Kamu ihaleleri, devletin mal ve hizmet alımları ile yapım işlerinin gerçekleştirilmesinde şeffaflık, rekabet ve kamu kaynaklarının verimli kullanılması ilkeleri doğrultusunda yürütülmesi gereken kritik süreçlerdir. Bu süreçlerde ortaya çıkabilecek uyuşmazlıkların ve hukuka aykırılıkların önlenmesi veya giderilmesi amacıyla KİK tarafından çeşitli denetim ve başvuru yolları öngörülmüştür. Bu çalışmanın temel amacı, bu mekanizmaların yasal çerçevesini, işleyişini, kapsamını ve pratikteki etkinliğini derinlemesine analiz etmektir.

Çalışma kapsamında, öncelikle idari başvuru yolları olarak tanımlanan itirazen şikayet ve doğrudan şikayet mekanizmaları ele alınacaktır. KİK'in 20. ve 21. maddelerinde detaylandırılan bu süreçler, ihalelere katılan isteklilerin veya diğer ilgililerin ihalenin yürütülmesine ilişkin işlemlere karşı başvuruda bulunma haklarını düzenlemektedir. İhale sürecindeki hangi işlemlerin hangi başvuru yoluna tabi olduğu, başvuru süreleri, usulüne uygun başvuru şartları ve Kurum tarafından yapılan inceleme süreci detaylı olarak incelenecektir. Bu bağlamda, Kamu İhale Kurumu'nun (KİK Kurumu) rolü ve bu başvurular neticesinde aldığı kararların niteliği ve bağlayıcılığı üzerinde durulacaktır.

İkinci olarak, KİK kapsamında öngörülen denetim yolları ele alınacaktır. Bunlar arasında ihalelere ilişkin mevzuatın uygulanmasının denetimi ve özellikle kamu denetçiliği kurumu aracılığıyla yürütülen denetim mekanizmaları yer almaktadır. Bu kapsamda, Sayıştay'ın denetim fonksiyonu ve ihale süreçlerine müdahalesi ile de genel bir çerçeve sunulacaktır. Yapılan bu denetimlerin, hukuka uygunluğun sağlanması ve kamu kaynaklarının korunması açısından ne denli etkin olduğu çeşitli örnekler üzerinden değerlendirilecektir.

Çalışma, KİK'te yer alan bu zorunlu idari başvuru ve denetim yollarının uygulamada karşılaştığı sorunları ve bu sorunlara yönelik çözüm önerilerini de içermektedir. Makalelerin bu mekanizmaların etkinliğini artırmaya yönelik potansiyel reformlara ışık tutması hedeflenmektedir. Sonuç olarak, 4734 Sayılı KİK'te öngörülen bu mekanizmaların, şeffaf, adil ve rekabetçi bir ihale ortamının tesisi için ne denli önemli olduğu ve bu sürecin iyileştirilmesine yönelik atılabilecek adımlar üzerinde durulacaktır. Bu çalışma, kamu ihale hukuku alanında çalışan araştırmacılar, uygulayıcılar ve ilgili kurumlar için bir başvuru kaynağı olmayı amaçlamaktadır.",1,gemini
